customerID,gender,SeniorCitizen,SeniorCitizen_trans,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,monthlycharges_bin,TotalCharges,Churn,Churn_flag
3587-PMCOY,Male,0,young,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,81-100,1064.95,No,0
8079-XRJRS,Male,0,young,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,81-100,5769.6,Yes,1
1027-LKKQQ,Female,0,young,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,81-100,5886.85,No,0
7148-XZPHA,Male,0,young,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.4,61-80,4238.45,No,0
8073-IJDCM,Female,0,young,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,21-40,20.3,Yes,1
5309-TAIKL,Female,0,young,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.8,61-80,418.3,No,0
6856-RAURS,Female,0,young,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.9,61-80,136.05,No,0
8778-LMWTJ,Female,0,young,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,61-80,708.2,No,0
9717-IOAAF,Male,0,young,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.85,21-40,788.55,No,0
8884-ADFVN,Male,1,senior,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,101-120,700.85,Yes,1
2845-KDHVX,Female,0,young,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,68.3,61-80,4378.8,No,0
0848-SOMKO,Male,0,young,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),48.4,41-60,3442.8,No,0
2720-WGKHP,Male,1,senior,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94,81-100,181.7,Yes,1
6734-FQAJX,Male,1,senior,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.05,101-120,7171.7,No,0
2869-ADAWR,Female,0,young,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.3,81-100,4016.85,Yes,1
1535-VTJOQ,Female,0,young,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,21-40,553,No,0
6368-TZZDT,Male,0,young,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,0-20,96.85,No,0
0943-ZQPXH,Male,0,young,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.95,81-100,4122.9,No,0
1293-BSEUN,Female,0,young,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.7,21-40,1482.3,No,0
9894-EZEWG,Female,0,young,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,61-80,74.3,Yes,1
1302-TPUBN,Male,0,young,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,0-20,1240.8,No,0
7851-FLGGQ,Male,0,young,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,41-60,44.65,Yes,1
0637-UBJRP,Male,0,young,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,81-100,1095.3,Yes,1
0940-OUQEC,Male,0,young,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,81-100,788.8,Yes,1
2378-VTKDH,Male,1,senior,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,101-120,6578.55,No,0
0927-CNGRH,Male,0,young,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,0-20,19.55,No,0
8608-OZTLB,Male,0,young,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,74.05,61-80,2802.3,No,0
2335-GSODA,Male,0,young,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,41-60,857.75,No,0
1952-DVVSW,Female,0,young,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,21-40,184.4,No,0
0702-PGIBZ,Male,0,young,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,101-120,364.55,Yes,1
6656-GULJQ,Male,0,young,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.55,81-100,6093.3,No,0
9853-JFZDU,Female,0,young,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,56.85,41-60,1861.1,No,0
1963-VAUKV,Female,0,young,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,21-40,20.4,Yes,1
3777-XROBG,Female,0,young,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,0-20,1079.65,No,0
6994-FGRHH,Male,0,young,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.15,101-120,7475.1,No,0
4000-VGMQP,Male,0,young,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.95,61-80,2862.55,No,0
3999-WRNGR,Female,0,young,Yes,Yes,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.75,41-60,3069.45,No,0
3466-RITXD,Male,0,young,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.4,81-100,2349.8,No,0
2680-XKKNJ,Female,0,young,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),58.2,41-60,469.25,No,0
3058-HJCUY,Male,0,young,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.6,101-120,4213.35,Yes,1
2974-GGUXS,Female,1,senior,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.95,81-100,3301.05,No,0
7994-XIRTR,Male,1,senior,No,No,54,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.25,61-80,3529.95,No,0
3259-FDWOY,Male,0,young,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106,101-120,7723.7,Yes,1
2101-RANCD,Female,0,young,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.1,61-80,4144.9,No,0
7921-BEPCI,Female,0,young,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),59.75,41-60,4265,No,0
0807-ZABDG,Female,0,young,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.1,41-60,154.65,Yes,1
8510-TMWYB,Female,0,young,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,41-60,3246.45,No,0
3258-ZKPAI,Male,0,young,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.6,101-120,8337.45,No,0
1428-IEDPR,Male,0,young,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.3,101-120,5731.4,No,0
5298-GSTLM,Female,1,senior,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.4,101-120,6176.6,No,0
4450-YOOHP,Female,0,young,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.65,41-60,1905.4,No,0
6728-CZFEI,Female,0,young,No,No,15,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,56.15,41-60,931.9,No,0
5748-RNCJT,Male,0,young,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,101-120,7348.8,Yes,1
3653-NCRDJ,Male,0,young,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,0-20,776.25,No,0
6121-TNHBO,Female,1,senior,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),83,81-100,5243.05,No,0
5119-NZPTV,Male,1,senior,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,61-80,141.65,No,0
6519-ZHPXP,Female,0,young,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.3,101-120,7679.65,No,0
7739-LAXOG,Female,0,young,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,81-100,2954.5,Yes,1
3472-QPRCH,Male,0,young,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,21-40,1006.9,No,0
8224-UAXBZ,Female,0,young,Yes,No,58,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,45.35,41-60,2540.1,No,0
9610-WCESF,Male,0,young,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,41-60,3097.2,No,0
9776-CLUJA,Female,1,senior,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.5,61-80,3807.35,Yes,1
2486-WYVVE,Male,0,young,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,79.3,61-80,2484,No,0
3865-ZYKAD,Male,1,senior,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,81-100,5785.65,No,0
1422-DGUBX,Male,0,young,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,79.25,61-80,2619.15,No,0
2999-AANRQ,Female,0,young,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),71.05,61-80,1524.85,No,0
8668-KNZTI,Male,0,young,No,No,52,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,53.75,41-60,2790.65,No,0
0480-KYJVA,Female,0,young,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.25,21-40,1784.5,No,0
6034-ZRYCV,Female,0,young,Yes,No,72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,41-60,3937.45,Yes,1
9746-YKGXB,Male,0,young,Yes,Yes,52,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),44.25,41-60,2276.1,No,0
3926-YZVVX,Female,0,young,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),50.05,41-60,2029.05,No,0
6000-UKLWI,Male,0,young,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,21-40,802.35,No,0
2079-FBMZK,Female,0,young,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.25,61-80,418.4,Yes,1
6332-FBZRI,Male,0,young,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35,61-80,4653.25,No,0
2096-XOTMO,Female,0,young,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,0-20,275.9,No,0
3266-FTKHB,Male,0,young,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.15,0-20,343.45,No,0
8221-EQDGL,Male,0,young,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61,61-80,2130.45,No,0
2346-LOCWC,Female,0,young,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,21-40,1191.4,No,0
6608-QQLVK,Male,0,young,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,41-60,50.5,Yes,1
0298-XACET,Male,0,young,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,41-60,2554,No,0
7560-QJAVJ,Female,0,young,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.6,61-80,5589.45,No,0
2995-YWTCD,Female,0,young,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.9,21-40,467.7,No,0
3551-HUAZH,Male,1,senior,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,61-80,74.4,Yes,1
9137-UIYPG,Female,0,young,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,101-120,3756.45,No,0
2809-ZMYOQ,Female,0,young,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,101-120,3334.9,No,0
5084-OOVCJ,Female,0,young,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.35,41-60,920.5,No,0
0254-WWRKD,Female,0,young,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.55,41-60,3431.75,No,0
7727-SHVZV,Female,0,young,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,0-20,150.35,No,0
6302-JGYRJ,Male,0,young,No,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,61-80,2587.7,Yes,1
5339-PXDVH,Male,0,young,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,81-100,367.95,No,0
2205-LPVGL,Male,1,senior,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),89.85,81-100,5125.75,No,0
8782-NUUOL,Male,0,young,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,79,61-80,4801.1,No,0
3685-YLCMQ,Male,0,young,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,101-120,6219.6,Yes,1
7601-WFVZV,Male,0,young,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,0-20,19.55,No,0
4609-KNNWG,Female,0,young,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,0-20,550.1,No,0
4868-AADLV,Male,1,senior,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,116.25,101-120,7862.25,No,0
9529-OFXHY,Male,0,young,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,81-100,1242.2,No,0
8634-MPHTR,Male,1,senior,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,101-120,4871.05,Yes,1
2669-QVCRG,Female,0,young,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,81-100,3190.65,No,0
2478-EEWWM,Male,0,young,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,41-60,2666.75,No,0
9174-IHETN,Female,0,young,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),70.35,61-80,3533.6,No,0
2233-TXSIU,Male,0,young,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),44.45,41-60,792.15,No,0
9644-UMGQA,Male,0,young,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.15,41-60,295.65,No,0
3256-EZDBI,Male,1,senior,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.45,21-40,1459.35,No,0
8761-NSOBC,Male,0,young,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.55,101-120,4398.15,Yes,1
0419-YAAPX,Male,0,young,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.3,81-100,4297.95,No,0
8413-VONUO,Male,0,young,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,81-100,167.3,Yes,1
0872-CASZJ,Male,0,young,Yes,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.1,61-80,4096.9,No,0
4726-DLWQN,Male,1,senior,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.35,61-80,3454.6,No,0
8164-OCKUJ,Female,0,young,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,21-40,1286,No,0
3094-JOJAI,Male,0,young,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,61-80,1387,No,0
9494-MRNYX,Male,0,young,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,61-80,786.3,No,0
2599-CZABP,Male,0,young,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,41-60,641.25,No,0
7945-PRBVF,Male,0,young,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,21-40,705.45,No,0
4544-RXFMG,Male,0,young,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.45,41-60,345.5,No,0
0859-YGKFW,Male,0,young,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,21-40,345.9,No,0
1150-FTQGN,Female,0,young,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.15,81-100,5811.8,No,0
9223-UCPVT,Female,0,young,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,81-100,94.4,Yes,1
7196-LIWRH,Female,0,young,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,0-20,124.45,No,0
5448-VWNAM,Female,0,young,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,61-80,1375.6,No,0
1177-XZBJL,Male,0,young,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.15,61-80,3491.55,No,0
3518-FSTWG,Male,1,senior,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55,101-120,7920.7,No,0
9330-VOFSZ,Female,0,young,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,101-120,6640.7,No,0
4351-QLCSU,Female,0,young,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55,41-60,55,Yes,1
0939-EREMR,Female,0,young,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,41-60,718.1,No,0
9389-ACWBI,Female,0,young,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,61-80,320.4,No,0
5419-JPRRN,Male,0,young,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101-120,101.45,Yes,1
3644-QXEHN,Male,0,young,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97,81-100,1334.45,No,0
2911-IJORQ,Male,0,young,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.6,81-100,3358.65,No,0
5921-NGYRH,Male,0,young,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,61-80,4764,No,0
2100-BDNSN,Female,0,young,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.95,61-80,350.3,Yes,1
5998-DZLYR,Female,0,young,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.35,81-100,5703,No,0
0488-GSLFR,Female,0,young,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,61-80,69.5,Yes,1
9318-NKNFC,Male,0,young,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,0-20,18.85,Yes,1
3985-HOYPM,Male,0,young,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,0-20,525.55,No,0
9728-FTTVZ,Female,0,young,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,61-80,69.2,Yes,1
9548-LERKT,Male,0,young,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,0-20,483.15,No,0
6576-FBXOJ,Male,0,young,Yes,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,41-60,934.8,No,0
4310-KEDTB,Female,0,young,No,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.8,21-40,786.5,No,0
7254-IQWOZ,Male,0,young,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,61-80,69.65,Yes,1
2474-BRUCM,Male,1,senior,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,101-120,4086.3,Yes,1
4062-HBMOS,Male,0,young,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,101-120,5364.8,No,0
0742-NXBGR,Female,0,young,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.3,81-100,82.3,Yes,1
2676-ISHSF,Male,0,young,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,21-40,20.3,No,0
9236-NDUCW,Female,0,young,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,21-40,770.4,No,0
4753-PADAS,Female,0,young,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,101-120,6816.95,No,0
6103-QCKFX,Female,0,young,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,41-60,2419.55,No,0
7781-EWARA,Male,0,young,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,61-80,4138.7,No,0
6110-OHIHY,Male,0,young,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,61-80,267.6,Yes,1
7018-FPXHH,Male,0,young,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,41-60,3457.45,No,0
5889-LFOLL,Female,0,young,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,81-100,1115.2,Yes,1
5708-EVONK,Female,0,young,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,81-100,5435.6,Yes,1
8708-XPXHZ,Female,0,young,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,81-100,4186.3,Yes,1
0616-ATFGB,Male,1,senior,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,21-40,25.05,Yes,1
0572-ZJKLT,Female,0,young,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,81-100,4630.2,No,0
5135-RDDQL,Female,0,young,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,41-60,3221.25,No,0
